id;annotator;c_act_0;c_act_1;c_act_1a_0;c_act_1a_1;c_act_1a_2;c_act_1a_3;c_act_1a_4;c_act_1a_mark_0;c_act_1a_mark_1;c_act_1a_mark_2;c_act_1a_mark_3;c_act_1a_mark_4;c_act_1b_0;c_act_1b_1;c_act_1b_2;c_act_1b_3;c_act_1b_4;c_act_1b_mark_0;c_act_1b_mark_1;c_act_1b_mark_2;c_act_1b_mark_3;c_act_1b_mark_4;c_act_2;c_act_2a_0;c_act_2a_1;c_act_2a_2;c_act_2a_3;c_act_2a_4;c_act_2a_mark_0;c_act_2a_mark_1;c_act_2a_mark_2;c_act_2a_mark_3;c_act_2a_mark_4;c_act_2b_0;c_act_2b_1;c_act_2b_2;c_act_2b_3;c_act_2b_4;c_act_3;c_act_3a_0;c_act_3a_1;c_act_3a_2;c_act_3a_3;c_act_3a_4;c_act_3a_mark_0;c_act_3a_mark_1;c_act_3a_mark_2;c_act_3a_mark_3;c_act_3a_mark_4;c_act_3b_0;c_act_3b_1;c_act_3b_2;c_act_3b_3;c_act_3b_4;c_act_4;c_amp;c_contr;c_emo_1;c_emo_1_mark;c_emo_2a;c_emo_2a_mark;c_emo_2b;c_emo_3;c_mod;c_ne_1_0;c_ne_1_1;c_ne_1_2;c_ne_1_3;c_ne_1_4;c_ne_1_5;c_ne_2_0;c_ne_2_1;c_ne_2_2;c_ne_2_3;c_ne_2_4;c_ne_2_5;c_ne_2_mark_0;c_ne_2_mark_1;c_ne_2_mark_2;c_ne_2_mark_3;c_ne_2_mark_4;c_ne_2_mark_5;c_ne_3_0;c_ne_3_1;c_ne_3_2;c_ne_3_3;c_ne_3_4;c_ne_3_5;c_ne_4_0;c_ne_4_1;c_ne_4_2;c_ne_4_3;c_ne_4_4;c_ne_4_5;c_ne_4_mark_0;c_ne_4_mark_1;c_ne_4_mark_2;c_ne_4_mark_3;c_ne_4_mark_4;c_ne_4_mark_5;c_ne_5_0;c_ne_5_1;c_ne_5_2;c_ne_5_3;c_ne_5_4;c_ne_5_5;c_ne_5_mark_0;c_ne_5_mark_1;c_ne_5_mark_2;c_ne_5_mark_3;c_ne_5_mark_4;c_ne_5_mark_5;c_ne_6_0;c_ne_6_1;c_ne_6_2;c_ne_6_3;c_ne_6_4;c_ne_6_5;c_ne_7_0;c_ne_7_1;c_ne_7_2;c_ne_7_3;c_ne_7_4;c_ne_7_5;c_pe_1_0;c_pe_1_1;c_pe_1_2;c_pe_2_0;c_pe_2_1;c_pe_2_2;c_pe_2_mark_0;c_pe_2_mark_1;c_pe_2_mark_2;c_pe_3_0;c_pe_3_1;c_pe_3_2;c_pe_4_0;c_pe_4_1;c_pe_4_2;c_pe_4_mark_0;c_pe_4_mark_1;c_pe_4_mark_2;c_pe_5_0;c_pe_5_1;c_pe_5_2;c_refc;c_refn;c_topic;c_usmod
2042;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;13;;;;;;ihr  euch?;;;;;;2;;;;;;99;;;;;;würden,  würden  sie  von  euch  erst  recht  angefeindet...Manche  müssen  um  ihr  Leben  bangen  bei  den  ganzen  Drohungen...Da  Wenn  sie  persönlich  Flüchtlinge  alimentieren;;;;;;5;;;;;;Flüchtlingshelfer;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;99;1
2043;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;0;;;;;;;1;;;;;;3;;;;;;Gutmenschen;;;;;;2;;;;;;30;;;;;;Und  wir  werden  es  NICHT  schaffen,  die  ganze  Welt  zu  retten,  denn  noch  bevor  wir  dies  auch  nur  ansatzweise  schaffen,  kollabiert  unser  Land.  Auch  wenn  das  viele  der  Gutmenschen  nicht  zu  interessieren  scheint  !;;;;;;3;;;;;;wir  unser  Land.;;;;;;0;;;;;;1;;;;;;1;;;215;;;Sie;;;1;;;4;;;...dass  Sie  machen,  sich  ein  Bild  von  den  Zuständen  vor  Ort;;;99;;;0;2;1;1
2044;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;1;1
2045;4;1;;2;;;;;Jetzt  ist  es  auch  die  Aufgabe  der  Raute,  den  Stöpsel  wieder  in  die  Wanne  zu  kriegen  und  die  illegale  Migration  zu  stoppen.;;;;;;;;;;;;;;;;211;;;;;Die  Raute;;;;;1;;;;;;1;;;;;illegale  Migration;;;;;2;;;;;;0;0;0;;;;;;;2;2;;;;;1;211;;;;;Eltern  aus  diesen  Kulturkreisen;Die  Raute;;;;;2;1;;;;;20;30;;;;;Es  geht  kommt,  wohin  man  will.  Für  die  Eltern  aus  diesen  Kulturkreisen  darum,  sind  Kinder  nur  Mittel  zum  Zweck.  unschöne  Bilder  zu  erzeugen,  damit  man  dahin;Die  Raute  hat  damals  den  Stöpsel  aus  der  Wanne  gezogen,  weil  sie  keine  unschönen  Bilder  an  den  Grenzen  sehen  wollte.  Jetzt  ist  es  auch  die  Aufgabe  der  Raute,  den  Stöpsel  wieder  in  die  Wanne  zu  kriegen  und  die  illegale  Migration  zu  stoppen.  Jetzt  wird  sie  dazu  noch  viel  unschönere  Bilder  ertragen  müssen.;;;;;1;99;;;;;Kinder;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2046;4;1;;2;;;;;Der  Frau  zu  gehen.  Fünf  Kinder  mit  Eltern  aufnehmen  bei  voller  Kostenübernahme,  Leutheuser-Schnarrenberger  wäre  im  Sinne  der  Migranten.  Aber  bitte  nicht  den  Steuerzahler  ist  damit  belasten.17:18  es  möglich,  ob  ihrem  Einkommen,  voran;;;;;;;;;;;;;;;;215;;;;;Der  Frau  Leutheuser-Schnarrenberger;;;;;1;;;;;;3;;;;;den  Steuerzahler;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2047;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;4;;;;;;Kameras;;;;;;2;;;;;;2;;;;;;die  Kameras  möglichst  erst  dann  denn  Auslöser  drücken,  wenn  kullerrunde  Kullertränen  aus  noch  Kulleraugen  hinunter  trupfen.  dichter  an  die  Kinder  zu  rücken  und;;;;;;99;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;11;1
2048;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;1;;;;;223;1;;;;;griechischen  Behörden;Personen  auf  den  Inselns;;;;;2;2;;;;;[1, 3];20;;;;;Die  Lage  ständig  weiter  zu  und  die  griechischen  Behörden  sitzen  das  gnadenlos  auf  aus,  wohl  wissend,  das  irgendwann  einer  aus  der  EU  aufspringt  den  und  ihnen  diese  Personen  freiwillig  abnimmt  und  sich  kümmert.  griechischen  Inseln  spitzt  sich  seit  2015;Und  die  Personen  auf  den  Inselns  sind  ebenfalls  mit  absoluter  Berechnung  und  dem  gleichen  Ziel  dorthin  gereist.;;;;;223;99;;;;;EU;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2049;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;[6, 12];0;;;;;;;2;1;;;;;2;1;;;;;dieser  Politiker;diese  Flüchtlinge;;;;;2;2;;;;;[3, 30];5;;;;;irgend  jemand  dieser  Politiker  mal  gefragt  wie  es  den  Deutschen  nach  dem  Krieg  ging  im  zerbomten  Land  ging?  Hat  profitieren.Aber  auf  eine  Anerkenung  können  die  bis  heute  warten,  sich  im  Gegenteil  die  speist  man  mit  niedrigen  Renten  ab.  eigentlich  schon;sie  nicht?  Das  zeigt  doch  überdeutlich,daß  die  nur  wegen  dem  Geld  zu  den  Ungläubigen  wollen  Warum  gehen  diese  Flüchtlinge  eigentlich  nicht  in  die  Länder  ihrer  Glaubensbrüder(z.B.  Marokko,Tunesien,Kuwait,Emirate,Saudis),da  könnten  zu  Fuß  hin  gehen.  Aber  wahrscheinlich  wollen  die;;;;;3;3;;;;;;Ungläubigen  Deutschen  Unsere  Gro0eltern  u.Eltern(u.da;;;;;0;99;;;;;0;0;;;;;1;;;3;;;den  Deutschen  Gro0eltern  u.Eltern(u.da;;;2;;;4;;;wie  es  den  Deutschen  nach  dem  Krieg  ging  im  zerbomten  Land  ging?  Unsere  Gro0eltern  u.Eltern(u.da  vor  allem  die  Trümmerfrauen)  sind  nicht  in  andere  Länder  um  ein  schöneres  kostenloses  Leben  zu  erhalten  sondern  haben  Deutschland  aus  Ruinen  aufgebaut  u.zu  dem  gemacht  von  dem  die  Politiker  heute  profitieren.Aber;;;0;;;0;4;8;1
2050;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;99;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;8;1
2051;4;1;;2;;;;;sollen  diese  hier  auch  noch  die  Armen  in  Afrika  und  den  Rest  Reichen  der  Welt,  ihren  Armen  helfen  und  nicht  die  Armen;;;;;;;;;;;;;;;;111;;;;;diese  Reichen;;;;;2;;;;;;3;;;;;hier  die  Armen;;;;;2;;;;;;0;0;0;;;;;;;2;;;;;;2;;;;;;"""unsere""  Politiker";;;;;;2;;;;;;30;;;;;;"und  ""unsere""  Politiker  auch  noch  auf  die  Idee  kommen,  Lebensmittel  wären  doch  viel  zu  billig.";;;;;;3;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;8;1
2052;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Verantwortlichen  Migranten;;;;;;2;;;;;;2;;;;;;Kinder  nur  als  Vorreiter  dienen.  absichtlich  so  inszeniert  um  Mitleid  und  schlechtes  Gewissen  zu  erzeugen.  Das  sind  garantiert  zum  absoluten  Großteil  Migranten  und  keine  Kriegsflüchtlinge.;;;;;;1;;;;;;kleinen  Kinder;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;8;1
2053;6;1;;2;;;;;Dass  den  Kindern  geholfen  werden  muß  steht  nicht  zur  Diskussion,  aber  Vorort,  in  Griechenland!!!;;;;;;;;;;;;;;;;225;;;;;Griechenland!!!;;;;;2;;;;;;1;;;;;Kindern;;;;;2;;;;;;1;0;0;;;;;;;1;1;;;;;223;2;;;;;EU,;Politiker;;;;;2;99;;;;;[1, 30];[8, 99];;;;;und  wirren  Ideologen!  Da  vertritt  eine  korrupte  Lobbyistin  die  EU  und  die  will  1  Billion  EURO  für  den  Klimaschutz  ausgeben!  Verein  Solche  Hirngespinste  werden  nachgejagt!!  Würde  das  mal  in  Angriff  genommen  ist  was  schon  seit  Jahren  auf  Halde  liegt,  würde  es  solche  dein  Zustände  nicht  geben!!!  großer  Pool  von  irren  Flickenteppich;Deutschland  immer  als  erstes  loslaufen  muss?  Was  ist  krank  in  solch  einem  Politiker  Gehirn?  wenn  es  ums  Geld  ausgeben  geht,;;;;;0;3;;;;;;Deutschland  deutsche  Städte;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2054;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;5;;;;;;PR  Aktion,;;;;;;2;;;;;;2;;;;;;für  die  noch  schlechter.  Warum  holen  wir  sie  nicht  alle  her?  nächste  PR  Aktion,  den  Kindern  dort  geht  es;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;8;1
2055;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;3;;;;;;Gutmenschen;;;;;;2;;;;;;[2, 20];;;;;;man  halt  nicht  im  Fernsehen,  da  interessiert  es  Gutmenschen  scheinbar  nicht.  Die  sieht;;;;;;0;;;;;;;;;;;;0;;;;;;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;99;1
2056;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;0;;;;;;;1;;;;;;99;;;;;;Beobachter;;;;;;99;;;;;;4;;;;;;ist  das  Ziel  dieser  Erpressung  einzig  und  allein  Deutschland?;;;;;;3;;;;;;Deutschland?;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;99;1
2057;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;1;1
2058;6;1;;2;;;;;in  die  Heimat  bringt!  lasst  das  von  den  Geldern  der  NGOs  bezahlen,  die  sie  nach  Europa  geschleust  haben.  Bringt  sie  auf  ein  Schiff,  das  sie;;;;;;;;;;;;;;;;99;;;;;;;;;;99;;;;;;1;;;;;sie  sie;;;;;2;;;;;;1;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2059;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;9;0;;;;;;;1;;;;;;224;;;;;;der  Türkei)  moslemischen  Staaten  (ausser;;;;;;2;;;;;;2;;;;;;irgend  etwas  für  diese  Menschen  tut?  warum  keiner  Wenn  man  sich  diese  Fragen  stellt  und  sieht  wie  in  Wirklichkeit  alles  nach  Europa  verbracht  wird  dann  drängt  sich  der  Gedanke  auf,  dass  dahinter  ein  Plan  existiert.;;;;;;224;;;;;;Europa;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;8;1
2060;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;217;;;;;;Frau  Merkel;;;;;;1;;;;;;1;;;;;;brauchen  sich  sie  Deutschland  unter  der  Führung  der  Frau  Merkel  haben.  um  die  moslemischen  Flüchtlinge  nicht  zu  kümmern,  solange;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;1;1
2061;4;2;;;;;;;;;;;;2;;;;;Ich  würde  mich  in  einer  Hungersnot  oder  bei  unsicheren  Verhältnissen  einfach  nicht  fortpflanzen!;;;;;;1;;;;;andere  Menschen;;;;;2;;;;;;1;;;;;andere  Menschen;;;;;2;;;;;;0;99;0;;;;;;;2;;;;;;1;;;;;;andere  Menschen;;;;;;2;;;;;;3;;;;;;Ich  würde  mich  in  einer  Hungersnot  oder  bei  unsicheren  Verhältnissen  einfach  nicht  fortpflanzen!;;;;;;1;;;;;;andere  Menschen;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;99;1
2062;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Den  Herren;;;;;;2;;;;;;3;;;;;;Kulturen  müssen  die  Frauen  ihre  Pflicht  tun  und  den  schwer  arbeitenden  Männern  gutes  tun.  Den  Herren  ist  es  egal,  wer  die  Kinder  nachher  ernährt  wer  streng  glaubt,  dem  wird  geholfen..  In  diesen;;;;;;3;;;;;;bei  uns.;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;5;1
2063;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2064;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;99;0;;;;;;;1;;;;;;6;;;;;;muslimische  Solidarität;;;;;;2;;;;;;30;;;;;;Weil  spätestens  die  Ölscheichs  lieber  für  ihren  eigenen  Luxus  und  für  Moscheen  da  aus.Haben  sie  einmal  erlebt,dass  der  Rote  Halbmond  in  einem  christlichen  die  Land  Hilfe  geleistet  hat,kamen  jemals  Spenden  für  Katastrophen  in  Christlichen  muslimische  Ländern?Aber  Solidarität  aufhört.Flüchtlinge  Geld.Das  geben;;;;;;224;;;;;;Christlichen  Ländern?Aber;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;5;1
2065;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;99;1;schockiert,;13;ersten  Kommentare;2;0;;1;;;;;;13;;;;;;hier  Kommentare;;;;;;2;;;;;;[20, 30];;;;;;aus  dieser  Ecke  verbitterter  Zwiderwurz  Anscheinend  ist  bei  vielen  Menschen  Empathie  und  Mitgefühl  abhanden  gekommen.  Wie  verbittert  muss  man  sein,  dass  man  dieses  Drama  missbraucht  um  wieder  einmal  Stimmung  gegen  Flüchtlinge  und  für  die  AfD  (oder  noch  radikaler)  zu  machen.  Fremdenfeinde;;;;;;1;;;;;;dieses  Drama  Flüchtlinge;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;99;1
2066;4;2;;;;;;;;;;;;2;;;;;DAS  wäre  die  richtige  Botschaft  an  die  afrikanischen  Länder.  Ansonsten  haben  sie  hier  bald  unglaubliche  Zustände  bis  hin  zum  Krieg!;;;;;;99;;;;;;;;;;99;;;;;;224;;;;;afrikanischen  Länder.;;;;;2;;;;;;1;0;0;;;;;;;2;;;;;;1;;;;;;um  Asyl  bitten  Menschen  die;;;;;;2;;;;;;5;;;;;;um  Asyl  bitten  und  sich  nur  wegen  finanzieller  Vorteile  auf  den  Weg  machen,  Menschen  die  nicht  wegen  Kriegsgefahr;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;2;1;1
2067;4;1;;2;;;;;Jetzt  sollten  mal  andere  etwas  tun.;;;;;;;;;;;;;;;;99;;;;;andere;;;;;2;;;;;;3;;;;;Dieses  Land;;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;217;;;;;;Staat;;;;;;2;;;;;;[1, 30];;;;;;in  den  hätte  die  Grenzen  dieses  Landes  zu  schützen,  und  bei  den  letzten  Einwanderen  zwischen  Kriegs-  und  Wirtschaftsflüchtlingen  unterscheiden  würde,  und  Abschiebungen  auch  Jahren  durchführen  würde...  auch  Aber  mein  Vertrauen  in  den  Staat  nur  ist  dieser  Beziehung  komplett  zerstört  wenn  ich  mir  anscheu,  was  ein  in  den  letzten  Jahren  hier  passiert  ist,  bisschen  Willen  gezeigt;;;;;;3;;;;;;Dieses  Land  uns;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2068;2;1;;2;;;;;würde  Europa  unter  Druck  setzen  und  die  Aufnahme  versuchen  zu  erzwingen.  Das  ist  wohl  nicht  der  richtige  Weg  besonders  nicht  für  die  Kinder  Sie  wollen  den  Zuzug  ins  europäische  Sozialsystem  erzwingen,  das  halte  ich  für  sehr  bedenklich,  besonders  unter  der  Tatsache  das  in  Afrika  1250  Millionen  Leute  leben,  stellen  Sie  sich  vor  jeder;;;;;;;;;;;;;;;;1;;;;;Sie;;;;;2;;;;;;223;;;;;Europa;;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Eltern  ihren  Kindern;;;;;;2;;;;;;[5, 20];;;;;;die  richtige  Es  würde  Europa  unter  Druck  setzen  und  die  Aufnahme  versuchen  zu  gibt  erzwingen.  Das  ist  wohl  nicht  der  richtige  Weg  besonders  nicht  in  für  die  Kinder  Syrien  genpgend  sichere  Orte,  an  denen  keine  Frage,  Terroristen  mehr  bekämpft  werden  und  wo  man  sicher  ist.  Diese  wie  Leute  haben  selbst  entschieden,  sich  in  so  eine  Situation  zu  können  bringen.  Man  Eltern  kann  sich  und  seine  Kinder  nicht  in  solch  schlimme  Umstände  das  manövrieren,  um  dann  von  anderen  zu  fordern  das  zu  ändern.  ihren  Sie  wollen  den  Zuzug  ins  europäische  Sozialsystem  erzwingen,  das  halte  Kindern  ich  für  sehr  bedenklich,  besonders  unter  der  Tatsache  das  in  antun.  Afrika  1250  Millionen  Leute  leben,  stellen  Sie  sich  vor  jeder;;;;;;223;;;;;;Europa;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;2;1
2069;2;1;;2;;;;;nicht  kümmert,  schlagen  wir  alles  kurz  und  klein.  Das  haben  wir  schon  überall  gesehen.  In  Griechenland,  Italien,  Ceuta,  Calais  und  auch  in  Flüchtlingsunterkünften  in  Deutschland.  Da  hilft  auch  kein  moralischer  Imperativ.  Das  muss  aufhören,  die  Gesetze  sind  da.  Wenn  ihr  euch;;;;;;;;;;;;;;;;99;;;;;;;;;;99;;;;;;1;;;;;wir;;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Wir;;;;;;2;;;;;;[4, 20];;;;;;Wir  sind  nicht  kümmert,  schlagen  wir  alles  kurz  und  klein.  Das  haben  jetzt  wir  schon  überall  gesehen.  In  Griechenland,  Italien,  Ceuta,  Calais  und  hier,  auch  in  Flüchtlingsunterkünften  in  Deutschland.  Da  hilft  auch  kein  moralischer  also  Imperativ.  kümmert  euch.  Wenn  ihr  euch;;;;;;224;;;;;;Griechenland,  Italien,  Ceuta,  Calais  Deutschland.;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;2;1;1
2070;2;1;;1;;;;;gehört  zur  Hausaufgaben  machen  und  die  Asylanträge  bearbeiten.  15000  Menschen  sind  auf  EU.  der  einen  Seite  viele,  auf  der  anderen  Seite  haben  wir  Also  2015  15000  Menschen  in  drei  Tagen  aufgenommen.  soll  Griechenland  jetzt  auch  endlich  seine;;;;;;;;;;;;;;;;224;;;;;Griechenland;;;;;2;;;;;;1;;;;;Asylanträge;;;;;2;;;;;;0;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;3;1;1
2071;2;1;;3;;;;;Die  Anerkennungsquote  ist  ein  sicheres  LAND,  Also  Lager  räumen  und  zurück  in  dürfte.  die  Türkei.  bei  0%  liegen,  denn  der  Beitrittskandidat  Türkei;;;;;;;;;;;;;;;;224;;;;;;;;;;2;;;;;;1;;;;;Lager  räumen;;;;;2;;;;;;1;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;2;1;1
2072;2;1;;2;;;;;wollen  die  Staaten  noch  auf  diese  hässlichen  Bilder  warten??  Wenn  die  EU  Staaten  jetzt  nicht  gemeinsam  durchgreifen  und  nicht-bleibeberechtigte  Migranten  in  die  sichere  Türkei  zurückschickt  wird  es  Krieg  geben.  Wie  lange;;;;;;;;;;;;;;;;223;;;;;EU  Staaten;;;;;2;;;;;;1;;;;;nicht-bleibeberechtigte  Migranten;;;;;2;;;;;;1;0;0;;;;;;;1;1;;;;;224;223;;;;;Türkei;EU  Staaten;;;;;2;2;;;;;[2, 5];1;;;;;Wir  zahlen  aus  der  Türkei  in  die  EU  einwandern.  Und  jetzt  sollen  Milliarden  wir  weitere  Milliarden  für  die  nun  doch  eingewanderten  Migranten  hier  an  vor  Ort  zahlen?  Und  dafür  wird  Druck  mit  Hilfe  von  die  Kindern  gemacht,  wobei  doch  klar  ist,  dass  die  meisten  „Kinder„  Türkei  schon  jugendliche  Männer  sind  dafür,  dass  keine  Migranten;wollen  die  Staaten  noch  auf  diese  hässlichen  Bilder  warten??  Wenn  die  EU  Staaten  jetzt  nicht  gemeinsam  durchgreifen  und  nicht-bleibeberechtigte  Migranten  in  die  sichere  Türkei  zurückschickt  wird  es  Krieg  geben.  Wie  lange;;;;;3;99;;;;;Wir;Krieg  geben.;;;;;0;0;;;;;0;0;;;;;1;;;4;;;Focus;;;2;;;2;;;wobei  doch  klar  ist,  dass  die  meisten  „Kinder„  schon  jugendliche  Männer  sind  -  wie  hier  bei  Focus  schon  zu  lesen;;;0;;;0;2;1;1
2073;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Sie;;;;;;2;;;;;;[2, 20];;;;;;kann  man  halte  ich  für  absolut  unverantwortlich.  Sie  benutzen  ihre  kleinen  Kinder  in  als  Druckmittel.  solch  einer  Umgebung  weiter  Kinder  zeugen,  das;;;;;;1;;;;;;Kinder;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;8;1
2074;4;2;;;;;;;;;;;;3;;;;;"Warum  schicken  wir  diese  ""Flüchtlinge""  nicht  in  ihre  Länder  zurück?";;;;;;3;;;;;wir;;;;;2;;;;;;1;;;;;"""Flüchtlinge""";;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;"""Flüchtlinge""";;;;;;2;;;;;;[4, 5, 20];;;;;;Wir  brauchen  nicht  noch  mehr  aggressive  Menschen  aus  archaischen  Kulturen  in  Europa  und  in  Deutschland.  Bereits  heute  agieren  in  Deutschland  tausende  kriminelle  und  gewalttätige  Ausländer  und  Millionen  Ausländer  leben  vom  deutschen  Staat.;;;;;;3;;;;;;Wir  Deutschland.;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
2075;4;1;;3;;;;;Nur  eine  schnelle  Rückführung  stoppt  diesen  Wahnsinn,  dass  alle  nach  Deutschland  wollen.;;;;;;;;;;;;;;;;8;;;;;Rückführung;;;;;2;;;;;;1;;;;;alle;;;;;2;;;;;;0;[6, 12];0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;2;1;1
