id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
499;Pour moi, il s’agit là d’une véritable déclaration de guerre qui est faite à l’Europe et il faut la traiter en conséquence : Exclusion de l’OTAN, suppression des aides financières de l’UE puisque la Turquie n’a pas respectée sa parole, déploiement des forces de l’OTAN aux frontières de la Grèce et de la Turquie !!! On verra alors si le petit Sultan ottoman continue à s’agiter !! En passant, bravo aux patriotes grecs d'Aube dorée qui essaient de s'opposer physiquement à cette invasion programmée.... Tout les patriotes européens devraient s'en inspirer !!;valeurs_actuelles_user_203;2020-03-01 23:01:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10833;valeursactuelles;11;comment;2;559;91;13;
500;Qui a l'adresse de y Moix pour l'hebergement,un homme si bon sur les plateaux tv.;valeurs_actuelles_user_529;2020-03-01 20:14:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10834;valeursactuelles;11;comment;2;81;14;12;
501;Cet envahissement c'est pire que le coronavirus ...on en prend pour de longues annees ...Mais c'est parait il un bienfait pour notre pays !!Bienheureux les simples d'esprit ,le ciel est avec eux;valeurs_actuelles_user_206;2020-03-01 19:55:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10835;valeursactuelles;11;comment;2;194;31;11;
502;Nous sommes en guerre contre les pays islamiques (ou islamistes, ou musulmans, comme vous voulez). Sachant ce qu'est écrit dans le coran (qui comme dirait avec justesse Mila est de l...), l'issue de la guerre c'est = *soit tu te soumets et on te fait payer jusqu'au bout le fait que tu sois mécréant ou associateur ou juif (si tu te convertis tu paieras la dîme). * soit tu ne te soumets pas. Là deux options. -1: tu combats et tu nous annihile et gare aux attentats (il restera toujours des barbares violents et aimant le sang des non adorateurs du livre de paix et d'amour) -2: tu combats et on gagne : tu sera obligé de te soumettre et tu auras des attentats jusqu'à ce que plus un seul habitant soit associateur ou mécréant... Et là, tu seras soumis à la dîme!;valeurs_actuelles_user_475;2020-03-01 19:46:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10836;valeursactuelles;11;comment;2;764;142;10;
503;Passons sur cette très curieuse affirmation : « L’armée [turque] essuie de lourdes pertes (sic). Pas plus tard (sic) que jeudi 27 février, au moins 33 soldats sont morts.» Contre 45 combattants syriens en riposte. Est-ce que VA relit ses articles ? Ce n’est même pas le bilan d’une escarmouche à Gaza. Se rend-ton compte du nombre du tués et de blessés causés depuis le conflit turquo-syrien ? Et de ce conflit en général ? Quel soutien occidental serait attendu, puisque la Syrie est défendue par la Russie, et les rebelles djihadistes indirecte-ment par l’UE ? Une chose reste certaine : ni l’UE, nain politique, ni le ce CS des NU, autre nain de grande taille, ni la France ou quelque pays souverain, comme les US en débandage ou décapilotade, n’a de réponse dans ce conflit. Moralité : la Turquie lâche les vannes de chair humaine. Aujourd’hui 10.000, demain 50 ou 100, en unités de compte. Comme elle sait bien qu’il est impossible pour l’UE d’accueillir ces « réfugiés », il faudra bien qu’éclate une vraie guerre, sur la base du sacrifice de ces civils. Le piège est tendu, et côté français, la main tremble. Quant à la Grosse Schwein, elle a déjà donné. La poubelle migratoire sera française ou ne sera pas.;valeurs_actuelles_user_41;2020-03-01 19:40:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10837;valeursactuelles;11;comment;2;1215;212;9;
504;La Hongrie a déjà assuré ses frontières ! Ils pourront faire la leçon aux autres dirigeants Européens !;valeurs_actuelles_user_477;2020-03-01 23:15:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10837;r1_valeurs_actuelles_comment_10838;valeursactuelles;11;reply;3;103;17;9;1
505;Tout à fait en phase avec vous D'où viendra la lumière si les peuples européens ne reprennent pas leur destinée en main ? Les patriotes grecs d'Aube dorée ont commencé à s'opposer physiquement à cette invasion migratoire programmée.... Y aura t-il des patriotes en France, en Italie, en Espagne, en Allemagne, dans tous les pays d'Europe pour reprendre le flambeau ?!!;valeurs_actuelles_user_203;2020-03-01 23:06:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10837;r1_valeurs_actuelles_comment_10839;valeursactuelles;11;reply;3;368;60;9;2
506;Dire que certains politiques étaient prêts à faire rentrer la Turquie dans l'Europe. Une fois de plus, ce sont les citoyens qui étaient plus lucides que ces politicards irresponsables. C'était faire entrer le loup dans la bergerie. Ils n'ont pas pu, ils trouvé d'autres moyens....;valeurs_actuelles_user_14;2020-03-01 18:35:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10840;valeursactuelles;11;comment;2;280;44;8;
507;La Turquie, un allié de nos pays dans l'OTAN? Non, un pays devenu notre ennemi, dont il faut s'éloigner en se rapprochant de la Russie, seule capable de faire pièce à la Turquie.;valeurs_actuelles_user_30;2020-03-01 18:31:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10841;valeursactuelles;11;comment;2;178;32;7;
508;"Allié ou ennemi : un pays pas fiable ! Dans toute l'Histoire les peuples Arabes ont vécu de mensonges, vols, saccages, prises d'otages... C'est leur philosophie et ils se sont fabriqué une religion adaptée... Quand on le sait : on se méfie ! Mais l'Europe...En fait tous ces élus Européens sont des laissés pour compte, recalés du suffrage dans leur propre pays auxquels on trouve cette bouée de sauvetage, confortable, pour passer la ""morte saison"" !";valeurs_actuelles_user_477;2020-03-01 23:18:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10841;r1_valeurs_actuelles_comment_10842;valeursactuelles;11;reply;3;451;75;7;1
509;l'EUROPE laissera faire puisqu'elle veut ces migrants et elle les accueillera en nous disant que nous allons relocaliser des industries en Europe afin de concurrencer la Chine .;valeurs_actuelles_user_27;2020-03-01 18:26:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10843;valeursactuelles;11;comment;2;177;27;6;
510;Erdogan va t il rendre les milliards que l Europe a donner pour rien ??;valeurs_actuelles_user_529;2020-03-01 18:13:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10844;valeursactuelles;11;comment;2;71;14;5;
511;"Entre le coronavirus et maintenant l'invasion programmée des gueux et des islamistes, l'UE et ses stipendies de la mondialisation vont avoir fort a faire pour calmer les peuples. Surtout si on y ajoute la""correction""financière. Mutti va-t-elle passer a la caisse? Et nous faire payer en coupant après dans le budget européen? Il est indispensable de verrouiller cette frontière avec la Turquie, et donc de se rapprocher de la Russie. Et d'envoyer paitre les US. Erdogan, a part aller pleurer chez Trump et chercher le soutien allemand de la Merkel, est coince; coince par ses rêves ottomanesques en Syrie, et ses frontières avec la Russie. Si la Turquie cherche la confrontation avec l'Europe, il ne faut pas canner; il faut y aller. Notre mignon national en sera t il capable?....";valeurs_actuelles_user_11;2020-03-01 17:45:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10845;valeursactuelles;11;comment;2;781;128;4;
512;On va voir l'efficacité de l'Union Européenne pour régler cette crise ! La Grèce va de nouveau être laissée à elle-même.;valeurs_actuelles_user_46;2020-03-01 17:29:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10846;valeursactuelles;11;comment;2;120;20;3;
513;Quand on cède une fois au chantage, on est malheureusement en situation de faiblesse. M. Asselineau a raison: quitter l'UE et l'OTAN - qui risque de nos entraîner dans une guerre qui n'est pas la nôtre - devient urgent.;valeurs_actuelles_user_21;2020-03-01 17:27:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10847;valeursactuelles;11;comment;2;219;38;2;
514;Entièrement de votre avis. Signé une femme qui a voté oui à l'UE et le regrette amèrement.;valeurs_actuelles_user_475;2020-03-01 19:48:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10847;r1_valeurs_actuelles_comment_10848;valeursactuelles;11;reply;3;90;16;2;1
515;Cette guerre est malheureusement notre comme au XVeme et XVIeme siècle...Et meme au dela dans nos guerres contre les barbaresques en Meditterranee.. Donc, oui il faut quitter au plus vite le machin destructeur des nations qu'est le veau d'or UE, et se libérer de notre vassalisation américaine.. Mais, il nous faudra remettre sur le métier le vieil ouvrage des alliances chrétiennes contre l'invasion musulmane.;valeurs_actuelles_user_11;2020-03-01 17:51:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10847;r1_valeurs_actuelles_comment_10849;valeursactuelles;11;reply;3;411;63;2;2
516;Au baromètre du courage on va vite savoir ce que vaut l'Europe par rapport à la Turquie d'Erdogan.;valeurs_actuelles_user_9;2020-03-01 17:26:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10850;valeursactuelles;11;comment;2;98;17;1;
517;Rien!;valeurs_actuelles_user_83;2020-03-01 18:21:00;r1_valeurs_actuelles_article_837;r1_valeurs_actuelles_comment_10850;r1_valeurs_actuelles_comment_10851;valeursactuelles;11;reply;3;5;0;1;1
518;https://www.valeursactuelles.com/societe/turquie-vers-un-afflux-massif-et-imminent-de-refugies-syriens-vers-leurope-116556?page=0;;2020-02-28 10:16:13;r1_valeurs_actuelles_article_838;;r1_valeurs_actuelles_article_838;valeursactuelles;11;article;1;1924;296;0;
519;Erdogan ne comprend que la force et nos dirigeants sont très faibles ou bien montre les dents quand leur maître US sert un peu la bride et leur donne le bâton qu'ils aiment tant recevoir.;valeurs_actuelles_user_637;2020-03-01 16:17:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10852;valeursactuelles;11;comment;2;187;34;20;
520;Le mur nucléaire!;valeurs_actuelles_user_22;2020-03-01 10:26:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10853;valeursactuelles;11;comment;2;17;2;19;
521;Ces Syriens ont, au moins, une vraie raison de demander l'asile ! Pourquoi ne pas le leur accorder en contrepartie d'un départ de migrant sans justification contre l'accueil d'un Syrien réellement en besoin ? Les O.N.G. seront chargées de négocier les départs et les arrivées...;valeurs_actuelles_user_477;2020-02-28 22:35:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10854;valeursactuelles;11;comment;2;278;44;18;
522;Le rêve n'est pas interdit!;valeurs_actuelles_user_22;2020-03-01 10:27:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10854;r1_valeurs_actuelles_comment_10855;valeursactuelles;11;reply;3;27;4;18;1
523;"Le sultan Erdogan et la Turquie n'ont-ils pas été rétribués par l'UE pour les ""frais"" occasionnés par les migrants ? Le prix de la trahison encaissé, passage à l'acte….";valeurs_actuelles_user_450;2020-02-28 21:46:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10856;valeursactuelles;11;comment;2;168;28;17;
524;"Mais ce n'est pas un problème : les ""réfugiés"" envoyés par la Turquie croiseront les Turcs expulsés d'ici. Chiche ? Il n'y a pas de problèmes : il n'y a que des solutions. Ah ! On me souffle dans l'oreillette : pas possible : l'U.E. est au service de l'OTAN qui est au service des U.S.A. et les U.S.A. ont besoin de la Turquie, pour des oléoducs et pour bloquer l'accès de la Russie à la Méditerranée. Donc l'U.E. tapera sur ses ennemis : les nations européennes, et se couchera conformément à sa vocation (et en profitera pour dénoncer ""le retour de la zheure sombre de l'histoire"" devant la manifestation des peuples européens qui ne veulent plus voir d'étrangers ici). Les carpettes européistes ont toujours fait les meilleurs tapis de prière.";valeurs_actuelles_user_25;2020-02-28 21:35:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10857;valeursactuelles;11;comment;2;746;130;16;
525;"""Les carpettes européistes ont toujours fait les meilleurs tapis de prière."" Sans aucun doute.";valeurs_actuelles_user_22;2020-03-01 10:28:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10857;r1_valeurs_actuelles_comment_10858;valeursactuelles;11;reply;3;94;13;16;1
526;La Turquie, un allié dans l'OTAN?? Mais quand donc la France et d'autres pays de l'UE rompent-ils avec la Turquie pour s'allier officiellement avec la Russie, seule capable de faire cause commune avec nous, face à la marée islamiste que nous promet Erdogan, représentant très officiel et bien connu des Frères Musulmans? Des alliés tels que la Turquie sont pires que des ennemis!;valeurs_actuelles_user_30;2020-02-28 18:49:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10859;valeursactuelles;11;comment;2;379;62;15;
527;"Une fois de plus , les adeptes de la religion musulmane s'étripent entre eux. Le Coran, ne leur apprend-t-il pas l'amour du prochain, la tolérance, la vie ensemble dans le respect mutuel ? Apparemment non ! Le sultan Erdogan envoie chez les infidèles occidentaux, ses hordes haineuses, islamistes ou non. Qu'elle est belle cette soit-disante ""civilisation "" !";valeurs_actuelles_user_92;2020-02-28 18:27:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10860;valeursactuelles;11;comment;2;359;57;14;
528;Eh non !! Le Coran leur apprend à tuer, égorger, lapider, violer, voler, et plus si ...affinités ?!!;valeurs_actuelles_user_477;2020-02-28 22:38:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10860;r1_valeurs_actuelles_comment_10861;valeursactuelles;11;reply;3;100;17;14;1
529;Erdogan et soros complices pour inonder l'Europe , je crois qu'il faudra faire parler la poudre ...!!!;valeurs_actuelles_user_4;2020-02-28 18:10:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10862;valeursactuelles;11;comment;2;102;16;13;
530;Et rapidement!;valeurs_actuelles_user_22;2020-03-01 10:29:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10862;r1_valeurs_actuelles_comment_10863;valeursactuelles;11;reply;3;14;1;13;1
531;Saddam Hussein était un enfant de chœur a coté d'Erdogan ....;valeurs_actuelles_user_32;2020-02-28 17:57:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10864;valeursactuelles;11;comment;2;61;10;12;
532;Tirs à balles réelles pour protéger les frontières de l'Europe, et renvoi manu militari à l'expéditeur, le pitoyable Néo-sultan ottoman, que l'on devrait menacer de bombardements massifs s'il réitère la manoeuvre !! Enfin, je rêve étant donné la faiblesse de nos chers dirigeants européens...;valeurs_actuelles_user_203;2020-02-28 17:08:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10865;valeursactuelles;11;comment;2;292;43;11;
533;Que fait la Turquie dans l'OTAN ?;valeurs_actuelles_user_3;2020-02-28 15:56:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10866;valeursactuelles;11;comment;2;33;6;10;
534;A quoi sert l'OTAN ? A fortiori si la Turquie en fait partie. En théorie, ou en droit, si la guerre éclate entre la Russie et la Turquie, les membres de l'Alliance sont sensés se ranger du coté de la Turquie et faire la guerre aux Russes. Il est urgent de revoir ce traité ... et de mettre en chantier le 2 ème porte avions.;valeurs_actuelles_user_32;2020-02-28 17:55:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10866;r1_valeurs_actuelles_comment_10867;valeursactuelles;11;reply;3;324;64;10;1
535;Le plan turc est assez lisible. Pendant que la Turquie avance au Kurdistan et consolides ses positions en Syrie et vers la Lybie, faire trembler l’UE sous la menace d’une invasion migratoire sans précédent, sinon déstabilisante pour la faire plier (a) au chantage migratoire, (b) à la question des aides et des visas, (c) à la question de son adhésion, et (d) étendre l’empire Ottoman aux frontières d’autrefois. Et ajoutons (e) islamiser l’Europe, en mobilisant notamment la diaspora germano-turque. Les capacités d’accueil des « réfugiés-qui-fuient-la-guerre » étant épuisées en UE, celle-ci ne pourra que plier aux pires exigences du calife, fort également de sa position au sein de l’OTAN. Il est possible que ce soit le début d’un nouveau conflit mondial, à notre porte, oui, juste là…;valeurs_actuelles_user_41;2020-02-28 14:59:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10868;valeursactuelles;11;comment;2;790;126;9;
536;Vous avez aimé la cuvée Mutti 2015 ? Alors vous allez a-do-rer le Tayyip 2020, à consom-mer tout de suite sans modération, 100% sans alcool, riche de fruits mûrs et d'arômes épicés, charpenté, et gouleyant. Un temps fort de l'œthnologie.;valeurs_actuelles_user_41;2020-02-28 14:46:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10869;valeursactuelles;11;comment;2;237;39;8;
537;Entre virus et invasion deux raisons sérieuses et légitimes de fermer les frontières..Mais Soros a dit NON , Nein et merkel le toutou suit avec le mignon..;valeurs_actuelles_user_13;2020-02-28 13:57:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10870;valeursactuelles;11;comment;2;155;26;7;
538;"Les six milliards que verse l’UE de Mme Merkel ne suffisent plus ! Voilà ce qu’il se passe quand on pactise avec le diable pour se décharger de ses responsabilités ; il devient gourmand. Pourquoi les EU ne s’occupent pas du cas Erdogan ? Parce qu’il sert leurs intérêts en affaiblissant l’Europe . Je ne vois que ça sinon c’est absurde. Ce serait rigolo si c’était avéré . La panique dans les cours progressistes : un afflux de 6 millions , 10 millions de réfugiés . Peut -être qu’à ce moment- là , les mesures que le bon sens commandent de prendre depuis mai 2012 avec l’affaire Merah et qu’ils ont refusées de prendre seraient enfin prises...";valeurs_actuelles_user_123;2020-02-28 12:41:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10871;valeursactuelles;11;comment;2;644;116;6;
539;Chouette, les affaires reprennent ! Pourvu que ça mousse juste avant les municipales...;valeurs_actuelles_user_225;2020-02-28 12:18:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10872;valeursactuelles;11;comment;2;87;12;5;
540;Ce n'est pas aux trucs de protéger les frontières de l'Europe ! Par contre c'est peut-être a l'Europe de s'occuper du Cas turc !? Quand à la France autant dire qu'avec nos super politichinel il est plus que souhaitable d'étaler de la vaseline sans modération.;valeurs_actuelles_user_9;2020-02-28 12:11:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10873;valeursactuelles;11;comment;2;259;44;4;
541;"Erdogan commence à perdre pied et se livre au chantage habituel. L'offensive turque en Syrie est un désastre et Assad reprend peu à peu son territoire. On ne voit pas pourquoi des ""réfugiés"" syriens quitteraient leur pays, sauf s'il s'agit des djihadistes qui étaient regroupés dans la zone d'Idleb...";valeurs_actuelles_user_21;2020-02-28 12:07:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10874;valeursactuelles;11;comment;2;301;48;3;
542;"La vrai solution ? Empêcher Erdogan de nuire ! Et le prétexte et tout trouvé : l'occupation illégale de Chypre Nord ; sans oublier les forages dans les eaux de cette île. Après l'épuration à la Toukatchevsky de l'armée de la Sublime Porte infligée par celui qui se prend pour un sultan, les forces turques, pourtant réputées pour le courage de leurs soldats, sont probablement très affaiblies. Et Poutine est sûrement prêt à participer à la curée ...........";valeurs_actuelles_user_580;2020-02-28 11:51:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10875;valeursactuelles;11;comment;2;458;77;2;
543;La naïveté et l'incompétence de nos dirigeants européens, en acceptant que les Turcs gardent les réfugiés syriens contre de l'argent, va sans doute trouver son épilogue d'ici peu. Qui pouvait croire que cela ne se terminerait pas ainsi ? Erdogan nous tient par les c... Merci Bruxelles et consorts.;valeurs_actuelles_user_533;2020-02-28 11:28:00;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_article_838;r1_valeurs_actuelles_comment_10876;valeursactuelles;11;comment;2;298;48;1;
544;https://www.valeursactuelles.com/societe/banlieues-le-virus-du-separatisme-118583?page=0;;2020-04-24 08:30:00;r1_valeurs_actuelles_article_884;;r1_valeurs_actuelles_article_884;valeursactuelles;11;article;1;8841;1379;0;
545;Pourquoi les diverses immigrations de personnes de religion chrétienne, Polonais, Italiens, Espagnols, Portugais et autres n'ont pas posé de problèmes et ont réussi à s'adapter en moins d'une génération. Par contre regarder les musulmans sont rejetés de toute part, que se soit en Chine, Russie, Inde ou en Birmanie, mais aussi en Serbie, Croatie par les peuples de souche. Il faudra avoir le courage de faire le tri, accepter certains et retour au bled pour d'autre, et surtout ne plus accepter une forme de bigamie, un élevage rentable en somme.;valeurs_actuelles_user_352;2020-04-25 12:45:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11469;valeursactuelles;11;comment;2;547;89;6;
546;Merci encore Monsieur Messiha! Vous avez tellement des mots justes pour analyser la situation de la France, c’est triste à pleurer ! A quand le ministre que nous attendons!;valeurs_actuelles_user_171;2020-04-24 15:29:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11470;valeursactuelles;11;comment;2;172;28;5;
547;"""Il y a une alchimie complexe des coexistences entre peuples"" Oui ! Et manifestement la cohabitions chrétienne/musulmane ne marche pas ! D'ailleurs les musulmans ne s'entendent avec personne ! ""Et surtout, devra en être banni le non-sens pseudo humaniste qui nous éreinte."" Tout à fait OK avec vous, Monsieur Messiha. Merci… Je vous écoute…";valeurs_actuelles_user_52;2020-04-24 13:58:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11471;valeursactuelles;11;comment;2;340;53;4;
548;M. Jean Messiha, VOUS etes une chance pour la France. Merci pur ce que vous etes et ce que vous écrivez.;valeurs_actuelles_user_202;2020-04-24 13:36:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11472;valeursactuelles;11;comment;2;104;20;3;
549;Bon article. Merci.;valeurs_actuelles_user_407;2020-04-24 12:40:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11473;valeursactuelles;11;comment;2;19;2;2;
550;100% en accord avec vous M. Messiha. Je suis heureux de voir qu'il existe encore des hommes politiques qui préfèrent penser et prévoir pour leur pays, bien au delà de leurs intérêts personnels.;valeurs_actuelles_user_447;2020-04-24 11:48:00;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_article_884;r1_valeurs_actuelles_comment_11474;valeursactuelles;11;comment;2;193;32;1;
551;https://www.valeursactuelles.com/clubvaleurs/societe/va-vers-un-embrasement-des-banlieues-apres-villeneuve-la-garenne-resurgit-le-spectre-des-emeutes-de-2005-118421?page=0;;2020-04-21 15:50:08;r1_valeurs_actuelles_article_928;;r1_valeurs_actuelles_article_928;valeursactuelles;11;article;1;7799;1243;0;
552;Au début des gilets jaunes, notre milice n'a pas hésitée à utiliser les grenades et lance à eau etc contre les retraites, plus tard contre les pompiers puis sur le personnel hospitalier. Je suis surpris que nous n'osons pas utiliser les mêmes moyens contre les voyous qui narguent le pays qui les nourris.;valeurs_actuelles_user_667;2020-04-22 22:35:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11854;valeursactuelles;11;comment;2;305;52;42;
553;Des camions à eau pour éteindre les incendies ... et calmer les ardeurs . On ne se gêne pas avec les gilets jaunes ! Et supprimer les aides financières et allocations aux émeutiers . Le Ramadan ne va pas pacifier ces sauvages .;valeurs_actuelles_user_296;2020-04-22 20:48:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11855;valeursactuelles;11;comment;2;227;42;41;
554;On appelle l'armée. On renvoie les binationaux dans leur pays. Et les français (puisque hélas ils le sont) on les envoie construire un bagne au milieu de la forêt, en Guyane, et on les y oublie. Ils se tueront peut-être entre eux puisqu'ils n'auront rien d'autre à faire... et le calme reviendra en métropole.;valeurs_actuelles_user_392;2020-04-22 15:40:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11856;valeursactuelles;11;comment;2;309;53;40;
555;"Vous répétez tous à l'envi le même refrain mais vous savez bien qu'ils ne seront jamais renvoyés ""dans leur pays"". Vous savez bien qu'il n'y aura de ""grands procès"" pour juger les coupables ""après"". Revevez sur terre.";valeurs_actuelles_user_682;2020-04-22 18:32:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11856;r1_valeurs_actuelles_comment_11857;valeursactuelles;11;reply;3;217;36;40;1
556;"""Revenez""";valeurs_actuelles_user_682;2020-04-22 18:33:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11857;r1_valeurs_actuelles_comment_11858;valeursactuelles;11;reply;3;9;0;40;2
557;Quant on laisse ce pays dans une telle dérive d'instabilité,manque de sécurité, anarchique,on n'est pas digne d'être le Président des Français et le représentant de la France ! l’indignité se passe au 55 rue du Faubourg St Honoré. Les urnes seront là pour sanctionner cette faute impardonnable. Honte sur lui !!;valeurs_actuelles_user_130;2020-04-22 15:24:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11859;valeursactuelles;11;comment;2;311;50;39;
558;Nos gouvernants qui ne gouvernent plus grand chose veulent éviter la guerre civile.Ils vont l'avoir parce qu'ils n'ont aucun courage.Comme aurait dit le grand Churchill:vous aurez le déshonneur et la guerre;valeurs_actuelles_user_641;2020-04-22 15:03:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11860;valeursactuelles;11;comment;2;206;30;38;
559;Y en a marre de ces histoires. Il n'y a que quelques centaines de racailles qui mettent le feu! Envoyez les gendarmes avec de bons gourdins et plus s'il le faut, cassez leur la gueule une bonne fois pour toute et ne pas s'occuper de ces crétins de gauche soit disant bien pensante qui n'est qu'une gauche de trouillards délétères!;valeurs_actuelles_user_144;2020-04-22 15:02:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11861;valeursactuelles;11;comment;2;330;59;37;
560;Les prisons sont pleines, mais la France possède des dizaines d'iles à travers le monde, donc des solutions immédiates pour calmer le jeu, il y en a. Juste une décision d'autorité!;valeurs_actuelles_user_55;2020-04-22 14:53:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11862;valeursactuelles;11;comment;2;180;30;36;
561;Vo terrorisant des milliers ilà une excellente suggestions! Une île non peuplée, quelques tentes militaires, de l'eau, du pain, des légumes, pas de salle de musculation, du terrain pour jardiner si on veut un complément de nourriture! Il est inadmissible que dans un pays civilisé comme le nôtre, on laisse quelques centaines d'individus tout détruire en terrorisant des milliers de personnes!;valeurs_actuelles_user_144;2020-04-22 15:06:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11862;r1_valeurs_actuelles_comment_11863;valeursactuelles;11;reply;3;393;60;36;1
562;Arrêtez de rêver.;valeurs_actuelles_user_682;2020-04-22 18:36:00;r1_valeurs_actuelles_article_928;r1_valeurs_actuelles_comment_11863;r1_valeurs_actuelles_comment_11864;valeursactuelles;11;reply;3;17;2;36;2
