id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
1228;Eigenurin, der morgentlich frisch gezapfte und Corona hat keine Chance!!! ;user_27;2020-04-30 16:15:00;r1_article_4;r1_comment_56;r1_comment_57;compact;5;reply;3;74;10;3;1
1229;Paul jetzt auf Geßler-Linie. Verkalkung? ;user_10;2020-04-30 17:51:00;r1_article_4;r1_comment_56;r1_comment_58;compact;5;reply;3;41;5;3;2
1230;Bei Soki, scheint gewirkt zu haben. ;user_13;2020-04-30 21:32:00;r1_article_4;r1_comment_56;r1_comment_59;compact;5;reply;3;36;6;3;3
1231;Na wenn der Ankündigungsminister Wendehofer alles so Umsetzt wie bisher, dann hat die Hisbolla hier nichts zu befürchten. ;user_28;2020-04-30 14:04:00;r1_article_4;r1_article_4;r1_comment_60;compact;5;comment;2;122;18;2;
1232;"Ja und weiter? Wieso verkneifen sich die Compacteros jeglichen Jubel,kein Beifall für Seehofer? Weil sie sich ja auf den Hoax festgelegt haben,daß das System die ""Islamisierung"" will. In dieses Bild passt dat nich. ";user_10;2020-04-30 13:07:00;r1_article_4;r1_article_4;r1_comment_61;compact;5;comment;2;215;33;1;
1233;"Seehofer und ""Compact""-eine Kampffront. ";user_10;2020-04-30 13:08:00;r1_article_4;r1_comment_61;r1_comment_62;compact;5;reply;3;40;4;1;1
1234;"Strohmann! ""Hisbollah"" nicht gleich ""Gesamter Islam""! Zu extremistisch stört sowieso nur. Welche dummen Gedanken Klügere bei Einfallspinseln erzeugen, ist immer wieder an deinen Kommentaren ersichtlich. Übrigens,""intermedia linksunten"" wurde auch verboten. Liegt sicher an Deutschlands Kampf gegen Links!? ";user_13;2020-04-30 16:12:00;r1_article_4;r1_comment_61;r1_comment_63;compact;5;reply;3;306;37;1;2
1235;"Oh weija, dem Soki ist der Corona-Virus ins Gehirn vorgedrungen ! Alle Musels wollen die Juden vernichten, den Staat Israel auslöschen ! Was die Hisbollah von den vielen Merkelgästen unterscheidet, daß sie an der Seite der rechtmäßigen Regierung Syriens ( also nicht eine ""Thüringenwahl"", sondern von der UN beobachtet und bestätigt) gegen den IS kämpft. Das ist der kleine Unterschied, deshalb das Verbot von Seehofer. Schön nach der Methode ""Haltet den Dieb !"" Und genau nach dieser Methode wollen die Kahane-Soldempfänger das der AfD unterjubeln ! ";user_29;2020-04-30 17:27:00;r1_article_4;r1_comment_61;r1_comment_64;compact;5;reply;3;551;86;1;3
1236;Ja und.? Du Jude? ;user_10;2020-04-30 17:52:00;r1_article_4;r1_comment_61;r1_comment_65;compact;5;reply;3;18;4;1;4
1237;Ob Nagel oder Is,da fiele mir die Wahl schwer. Was gehen uns die Kämpfe der Muselmanen untereinander an? Einen feuchten Dreck. Was kümmert uns das Schicksal Israels oder Syriens? Ebenfalls . ;user_10;2020-04-30 17:59:00;r1_article_4;r1_comment_61;r1_comment_66;compact;5;reply;3;193;31;1;5
1238;Palästina hast du noch vergessen. Interessiert mich nicht die Bohne! ;user_13;2020-04-30 21:37:00;r1_article_4;r1_comment_61;r1_comment_67;compact;5;reply;3;69;10;1;6
1239;Nicht Corona Virus..Kahane Pandamie.. Schreib nicht so böse über den Gelehrten,der muss sich vorbereiten auf die rechten und AfD 1.Mai Demos.,denn EX  IM Kahane will Ergebnisse sehen von ihren Anhängern. Sie selbst muss sich bis ans Lebensende von der Schande reinwaschen ,und das staatsdienende Bespitzeln linksgrünmultikulti Halbintelligenten beibringen. ;user_19;2020-05-01 09:36:00;r1_article_4;r1_comment_61;r1_comment_68;compact;5;reply;3;361;49;1;7
1240;https://www.compact-online.de/tagesspiegel-warnt-wegen-corona-diktatur-vor-protesten-wie-2015-und-vor-compact-tv/;user_none;2020-04-29 00:00:00;r1_article_14;;r1_article_14;compact;5;article;1;3334;481;0;
1241;"Die Bundesregierung hat ihre ""Reisewarnungen"" bis Mitte Juni ""verlängert""  auf Empfehlung des ""Auswärtigen Amtes"". Und das soll noch mit den anderen EU-Ländern ""abgestimmt"" werden. Phantastisch! Der Terror geht also weiter, Reisefreiheit war mal, und Luftfahrt, Hotellerie, Tourismusindustrie etc. werden ""abgewickelt"". Wegen einer wildgewordenen Gesundheitsbürokratie und einer Clique von Medizin-Sherifs, die offenbar Spass daran gefunden haben, mit immer neuen ""Erkenntnissen"" Panik und Hysterie zu verbreiten. Und die depperte Politik vor sich herzutreiben. Inzwischen ist auch klar (war von Anfang an zu befürchten), wer davon profitiert und wer daran interessiert ist, diesen Wahnsinn aufrecht zu erhalten und voranzutreiben. Habe soeben gelesen, dass man bereits eine neue (und ""mindestens ebenso gefährliche"") Bedrohung identifiziert hätte  die ""Legionellen"" in unbenutzten Wasserhähnen. Nein, Freunde  so darf das nicht weitergehen! Schluss mit der Gesundheitsdiktatur!!! ";user_31;2020-04-29 16:56:00;r1_article_14;r1_article_14;r1_comment_229;compact;5;comment;2;984;130;10;
1242;Wohin kann man noch reisen? Schweiz, Österreich, Schweden? Die Länder, bei denen nach aktuellen Meldungen der Tourismus langsam wieder möglich sein soll? Wie sieht es aus mit Kroatien, gibt es weitere Länder, wer weiß genaueres? Wohin kann man vor den paranoiden Gesundheitsfanatikern, den opportunistischen Sesselpupern und den linksfaschistoiden Psychopathen fliehen? Wohin??? ;user_31;2020-04-29 17:13:00;r1_article_14;r1_comment_229;r1_comment_230;compact;5;reply;3;379;51;10;1
1243;Auskunft erteilt das Konsulat Ihres gewünschten Reislandes. Z.Z. kommen nur Ziele in Frage,die auf dem Landweg erreichbar sind, Fragen Sie mal bei den Luftlinien,warum die ihre sauteuren Flieger, die sich nur amortisieren wenn sie ständig in der Luft sind, am Boden lassen. Wahrscheinlich weil sie paranoide, opportunistische linksfaschistoide Psychopathen sind. Entweder die oder Michel B. ;user_10;2020-04-29 22:18:00;r1_article_14;r1_comment_229;r1_comment_231;compact;5;reply;3;391;55;10;2
1244;Fitschij Inseln. Ich war Probehalber 4 Wochen da. Herrlich! ;user_17;2020-04-30 01:15:00;r1_article_14;r1_comment_229;r1_comment_232;compact;5;reply;3;60;9;10;3
1245;Wenn einem sol viel gutes widerfährt  man sich, gegen das Regime, mit beiden Mittelfingern wehrt <U+256D>n<U+256E>(<U+25BA>_<U+25C4>)<U+256D>n<U+256E> ;user_1;2020-04-29 16:06:00;r1_article_14;r1_article_14;r1_comment_233;compact;5;comment;2;111;17;9;
1246;Also: Eines hat das Lizenzblättchen DER TAGESSPIEGEL (Daily Mirror) immer richtig wiedergegeben: Das Datum. ;user_22;2020-04-29 14:54:00;r1_article_14;r1_article_14;r1_comment_234;compact;5;comment;2;108;14;8;
1247;"..und Fussball evtl. auch bissi..HLG einstmals so in etwa: ""SPIEGEL lesen? -> nur, um zu kucken, ob der HSV verloren hat."" ";user_3;2020-04-29 19:29:00;r1_article_14;r1_comment_234;r1_comment_235;compact;5;reply;3;123;21;8;1
1248;"Der ""Tagesspiegel"" ist seit Jahrzehnten schon zu einem Propagandaorgan des politisch-korrekten Faschismus verkommen. Wer diesen Dreck heute noch liest, der ist ein Fall für die Klappsmühle. Ich kenne etliche ""Konservative"", die ihr Abonnement schon vor vielen Jahren gekündigt haben. Weil die sich nicht mehr zumüllen lassen wollten mit Fakes und dummdreister Infiltration  und das auch noch gegen Entgeld. Noch ""lebt"" dieses Hetzblatt von seinem gnadenlosen Opportunismus. Aber wenn der deutsche Spießer aufzuwachen beginnt, dann wird auch die Stunde des TS schlagen. ";user_31;2020-04-29 13:40:00;r1_article_14;r1_article_14;r1_comment_236;compact;5;comment;2;570;82;7;
1249;"30.000 neue Abos, da erschlägt die Ökonomie jeden vernünftigen Gedanken,jeden Anstand. "" Erst kommt das Fressen,dann die Moral"" (B.Brecht). Ist falsch,denn die Moral kommt dann gar nicht mehr. ";user_10;2020-04-29 11:30:00;r1_article_14;r1_article_14;r1_comment_237;compact;5;comment;2;193;28;6;
1250;Quatsch, dass Moral sich nur durch NOT entfalten kann. Typische Sozialistendenke! Ohne Fressen ist sich jeder selbst der Nächste (menschlicher Überlebenswille!). Ganz wenige Ausnahmen bestätigen die Regel. Not kehrt sicherlich auch gute Seiten hervor, aber auch die allerschlechtesten. Was die zu allen Zeiten vollgefressenen Pfaffen anbelangt, hast du mit deiner These natürlich Recht. ;user_13;2020-04-29 13:33:00;r1_article_14;r1_comment_237;r1_comment_238;compact;5;reply;3;387;53;6;1
1251;"Der Tagesspiegel berichtet wie üblich neutral und präzise. Wenn ein Sack sich ""getroffen fühlt und jault"" war die Beschreibung wohl sehr präzise ";user_18;2020-04-29 11:30:00;r1_article_14;r1_article_14;r1_comment_239;compact;5;comment;2;145;22;5;
1252;"Sie Schauen wohl TAGESSPIEGEL? Da wundert nix mehr! VL mal zur Heilung in einen eigenen Schauen;-) ";user_65;2020-04-29 13:14:00;r1_article_14;r1_comment_239;r1_comment_240;compact;5;reply;3;100;16;5;1
1253;pfui! ..der T.spiegel ist ²*sonnenstaatland dot com* gewogään und schrieb vor 3 Tagen volltendenziös was daher und bezog sich dabei auf die nassforschen JungJuristen vom ²SSL..habe ichichich s o auch noch nicht erlebt. ehklichehklich.. ;user_3;2020-04-29 17:24:00;r1_article_14;r1_comment_239;r1_comment_241;compact;5;reply;3;236;34;5;2
1254;"Das ""schöne"" ist ja, dass gerade die Medien, die immer ihr Betroffenheitsgesicht aufsetzen, wenn sie auf das Dritte Reich verweisen, die fleißigsten Wegbereiter der neuen Diktatur sind. ";user_66;2020-04-29 10:49:00;r1_article_14;r1_article_14;r1_comment_242;compact;5;comment;2;186;27;4;
1255;Diktatur= Diktatur. Ein Lehrsatz des Elsässerismus. Blödsinn. ;user_10;2020-04-29 11:33:00;r1_article_14;r1_comment_242;r1_comment_243;compact;5;reply;3;62;7;4;1
1256;Was immer Sie mir oder uns damit sagen wollen. ;user_66;2020-04-29 14:36:00;r1_article_14;r1_comment_242;r1_comment_244;compact;5;reply;3;47;9;4;2
1257;Habe die Ehre, wir Coronen das. Der volkswirtschaftliche Schaden kann und ist für die Staatsratsvorsitzende noch nicht groß genug. Selbst Christian Lindner der auch gerne um der Muddi zu gefallen nachplappert was verlangt wird im Reich der gesetzlichen verordneten Meinung , selbst dieser Mann kann einige Dinge nicht mehr nachvollziehen. Gut, Heiko Nutzlos stellte sich schon letzte Woche hin und schwörte die Bürger darauf ein das es dies Jahr keinen wie sonst gewohnten Urlaub geben wird und wenn dann auf keinen Fall im Ausland. Der ehemalige DDR Bürger kennt das schon, nach 30 Jahren ist es wieder soweit. Aber was macht der alte treue BRD Bürger, der CDU und SPD Wähler der es gewohnt war seine Liege am Strand mit 4 Handtücher Morgens um 6.00 Uhr zu reservieren?! Urlaub in Deutschland, gut könnte man machen aber wo ? Im Wald, auf einer Wiese im Zelt an einem Wildbach ? Es ist nichts geplant , geklärt oder geregelt ob Zeltplätze aufmachen dürfen, Spielplätze, Badeanstalten, Freizeiteinrichtungen usw. usw. Die geschätzte Dunkelziffer der Insolvenzen gerade in der Gastwirtschaft beträgt um die 70.000 Pleiten. Betroffen sind Hotels, Pensionen, Gaststätten, Kneipen und auch kleine Kioske. ;user_58;2020-04-29 10:39:00;r1_article_14;r1_article_14;r1_comment_245;compact;5;comment;2;1201;190;3;
1258;Darüber wird überhaupt nicht geredet, dass fällt im Merkel Regime einfach mal hinten runter. Es gibt ja Fördergelder dürfen sich die Betroffenen anhören. Ich habe mir den Spass gemacht und Leute aus unterschiedlichen Landkreisen von Naumburg bis Uelzen befragt ob sie irgendwas erhalten hätten von der angeblichen schnellen unkomplizierten Hilfe. Nicht einer, hat was bekommen nicht einen einzigen Euro ! Was es gratis gab , tolle Ratschläge, man könne jetzt recht problemlos ALG 2 beantragen was auch ohne große Prüfungen für 1 Jahr sichergestellt wird. Na dann läuft in der Verdummungs-Republik und ARD/ZDF sind der verlängerte Arm des Berliner Wahnsinns. Wenn Honecker, Mielke, Schabowski ua. das hier sehen könnten, die würden vor Lachen in der Kiste rotieren Mit besten Grüssen ;user_58;2020-04-29 10:40:00;r1_article_14;r1_comment_245;r1_comment_246;compact;5;reply;3;784;120;3;1
1259;Sehr präzise. Danke! ;user_67;2020-04-29 21:39:00;r1_article_14;r1_comment_245;r1_comment_247;compact;5;reply;3;21;3;3;2
1260;Auch ich habe ein paar mittelstaendische Unternehmer gefragt welche Hilfe sie bekamen, lieber MARQUES. Sie haben einen Antragsblock von 5 DIN-A4 Seiten bekommen die sie ausfuellen mussten aber auf Seite 1 wurde im Briefkopf darauf hingewiesen, dass wer Vermoegen hat (Auto/Haus etc.) dieses zuerst veraeussern und aufbrauchen muss, bevor der Antrag Aussicht auf Erfolg hat. ;user_17;2020-04-30 01:22:00;r1_article_14;r1_comment_245;r1_comment_248;compact;5;reply;3;374;55;3;3
1261;Adolf Hitler ist wieder da. Neue Gestapo (Ordnungsämter), neue Gauleitungen (Landesregierungen) und das alles mit Unterstützung von Denunzianten. Was ist doch der Deutsche Michel für ein dummes Wesen. ;user_68;2020-04-29 10:10:00;r1_article_14;r1_article_14;r1_comment_249;compact;5;comment;2;201;28;2;
1262;Bug als Musterexemplar. ;user_10;2020-04-29 11:34:00;r1_article_14;r1_comment_249;r1_comment_250;compact;5;reply;3;24;3;2;1
1263;Solche Schmierblätter wie der Tagesspiegel sind das Übel der Diktaturpropaganda .. Man muss nicht mehr nachdenken,ob diese Gazete den deutschen langzeitangestammten Einwohner achtet , Ich habe keine braunen Wurzeln ,denke nicht braun.. ich wehre mich gegen dieses ,was solche Propaganda Zeitung von sich gibt. Nochmals ich bin nicht braun , aber diese Zeitung gehört in den Reisswolf ,weil sie das Zusammenleben der Menschen in Deutschland ,der Deutschen nicht der Ausländer, förderlich ist ,sondern nur Stress provoziert. ;user_19;2020-04-29 09:14:00;r1_article_14;r1_article_14;r1_comment_251;compact;5;comment;2;529;76;1;
1264;Es geht um die eigene Meinung, nicht darum, wie Übelmeinende diese kategorisieren. Wenn Sie in wenigen Zeilen drei mal sagen müssen, nicht braun zu sein, haben wir keine Meinungsfreiheit. Außerdem nützt Ihnen das in diesem Klima der politischen Korrektheit sowieso nichts: wer und was braun ist, bestimmt das Kartell der Einheitsmeinung. ;user_69;2020-04-29 10:00:00;r1_article_14;r1_comment_251;r1_comment_252;compact;5;reply;3;338;51;1;1
1265;Na ja, Braun ist er wirklich nicht,das waren keine Überläufer,die sich nahtlos dem Sieger andienten und noch stolz darauf gewesen wären. ;user_10;2020-04-29 11:27:00;r1_article_14;r1_comment_251;r1_comment_253;compact;5;reply;3;137;21;1;2
1266;Schlimmer noch als Corona ist der Virus den solche Schmierenblätter wie Tagesspiegel in die Gehirne politisch unbedarfter Menschen einpflanzen. ;user_28;2020-04-29 12:18:00;r1_article_14;r1_comment_251;r1_comment_254;compact;5;reply;3;144;19;1;3
1267;"Genau! Eine alte Erkenntnis: Die schlimmsten Verbreiter von Seuchen aller Art sind die Mainstream-Medien. Ist an irgendeinem Ende der Welt eine exotische Seuche ausgebrochen, dann geben diese Schmierer solange keine Ruh, bis sie erleichtert bis erfreut darüber berichten können, dass endlich auch in Deutschland jemand daran erkrankt ist. Das ist dann der Beweis dafür, wie ""weltoffen"" die BRD doch ist ";user_22;2020-04-29 18:44:00;r1_article_14;r1_comment_251;r1_comment_255;compact;5;reply;3;405;60;1;4
1268;https://www.compact-online.de/corona-wutrede-im-italienischen-parlament-forza-italia-politiker-sgarbi-prangert-verfaelschte-todeszahlen-an/;user_none;2020-04-29 00:00:00;r1_article_15;;r1_article_15;compact;5;article;1;3935;557;0;
1269;Oh oh, wieder eine Strohmann-Invasion. An die Arbeit. ;user_13;2020-04-29 21:57:00;r1_article_15;r1_article_15;r1_comment_256;compact;5;comment;2;54;8;11;
1270;Salvini war schon immer ein Dummkopf. Hat mangels politischer Weitsicht und seines persönlichen Größenwahns die Chance eines rationalen Konservativismus in Italien verspielt. Vielleicht kann ja die Forza-Italia noch mal was reißen. Angesichts von Corona derzeit aber eher nicht. Und sicher ist, dass der politisch-korrekte Linksfaschismus auch in Italien die Gunst der Stunde nutzen wird, um ein ganz heißes Süppchen zu kochen. ;user_31;2020-04-29 18:04:00;r1_article_15;r1_article_15;r1_comment_257;compact;5;comment;2;428;61;10;
1271;"Das ist der nächste nach Palmer und ""Bild"". Ich sagte schon gestern, die politischen Marionetten des Kapitals warten nur darauf,daß der Masse die Schutzmaßnahmen so lästig werden, daß sie deren Aufhebung ohne Rücksicht auf Verluste selbst fordern. Dann können sie ihre Hände i Unshud waschen und sich noch feiern lassen,weil sie dem ""Volkswillen"" nachgegeben haben. Italien macht den Ersten. ";user_10;2020-04-29 17:01:00;r1_article_15;r1_article_15;r1_comment_258;compact;5;comment;2;392;59;9;
1272;"Das ist doch total dummes Zeug. Die Massen sollen sich gegen die ""Schutzmaßnahmen"" auflehnen? Schon das ist eine weltfremde Prämisse. Und dann noch diese ""Verschwörungsformel"", wonach ""das Kapital"" irgendwie davon profitieren soll. In welcher Phantasiewelt leben Sie? Und überhaupt  was ist eigentlich Ihre ""Botschaft""? ";user_31;2020-04-29 18:14:00;r1_article_15;r1_comment_258;r1_comment_259;compact;5;reply;3;321;45;9;1
1273;"@ MICHAEL-B Also jetzt muss ich einmal unseren Philosophen und passionierten Taubenschachspieler in Schutz nehmen. Natürlich wissen auch einige Politiker und Unternehmer, dass einige der ""Schutzmaßnahmen"" gar keine sind. (Man muss halt unterscheiden zwischen der Krankheit und der Corona-Hysterie, welche menschengemacht ist und von gewissen Leuten politisch missbraucht, also instrumentalisiert wird.) Ein Provinzpolitiker darf es halt nur nicht sagen, wenn er im ""Geschäft"" bleiben möchte. (Ausnahmen bestätigen die Regel.) Also wartet der clevere Politiker auf den Protest der Massen, währenddessen die Desinfektionsmittelproduzenten und Maskenhersteller sich eine goldene Nase verdienen. In der Phantasiewelt eines Michael-B gibt es natürlich nur gute Politiker:Innen die sich um das Leben der alten, unheilbar kranken Rentner sorgen. Von dieser Prämisse ausgehend ist es wohl mehr als komisch, dass in Merkels Narrenland kein Hahn nach den 25.000 Influenza-Toten in 2018/19 krähte und den alljährlichen 240.000 Krebstoten niemand Beachtung schenkt, obwohl die Bestattungsindustrie davon profitiert. Warum also diese Hysterie, die von den Medien im Auftrage der Regierenden auf der ganzen Welt geschürt wird? Doch nicht etwa weil die Bestattungsindustrie an ihre Belastungsgrenze stößt? Was ist eigentlich ihre Botschaft, Michel-B? ";user_14;2020-04-29 21:53:00;r1_article_15;r1_comment_258;r1_comment_260;compact;5;reply;3;1336;181;9;2
1274;Melden Sie sich in der Volksschule an. Kluge Fragen werden gern beantwortet, aber Sie fragen zu dumm. ;user_10;2020-04-29 22:01:00;r1_article_15;r1_comment_258;r1_comment_261;compact;5;reply;3;102;17;9;3
1275;"In einem gebe ich Ihnen recht: wenn die BILD richtig Druck machen würde, und das über längere Zeit, dann könnte sich die ""Meinung"" in der Bevölkerung ein Stück weit ändern. Aber dagegen steht die Mainstreampresse, und die werden ihre Propaganda noch brutaler hochfahren. Aber klar ist auch, auf wen dann Merkel & Co. hören werden. ";user_31;2020-04-29 18:33:00;r1_article_15;r1_comment_258;r1_comment_262;compact;5;reply;3;331;55;9;4
1276;Oh weiha, die Masse fordert und setzt sich durch. Diesmal hat sie sogar (ausnahmsweise) Recht. ;user_13;2020-04-29 22:00:00;r1_article_15;r1_comment_258;r1_comment_263;compact;5;reply;3;95;15;9;5
1277;"Es verdichten sich die Hinweise darauf, dass die sog. Eliten nun nicht mehr wissen, wie sie aus der Sackgasse herauskommen sollen, in die sie sich und uns manövriert haben. Sie fürchten, dass eines nahen Tages alles offenbar wird und eine Abstrafung für ihre als alternativlos dargestellten Fehlhandlungen. Schon versuchen allzu forsche Bonzen abzulenken und die Leiche ""Klimaschutz"" zu beatmen. Vergebens: Bisher musste noch jede Rechnung beglichen werden. ";user_22;2020-04-29 14:39:00;r1_article_15;r1_article_15;r1_comment_264;compact;5;comment;2;458;67;8;
1278;Die Politiker wissen,kippt die Stimmung in der Bevölkerung .. ,es wird keinen friedlichen Übergang ,wie zu Honeckers Abdankung geben  kein Kirchenpastor wird erfreut sein eine Claudia Roth zu beherbergen ,oder gar den Martin Schulz das Grossmaul , den Versager . Merkel wird vorgebeugt haben.. , bevor das grosse Zittern kommt. ;user_19;2020-04-29 14:52:00;r1_article_15;r1_comment_264;r1_comment_265;compact;5;reply;3;332;51;8;1
1279;+ 60 OSSI Sie kennen die Pastoren nicht! ;user_14;2020-04-29 21:59:00;r1_article_15;r1_comment_264;r1_comment_266;compact;5;reply;3;41;8;8;2
1280;Deutschland würde ich hier jetzt nicht zum Vorbild nehmen. ;user_70;2020-04-29 14:18:00;r1_article_15;r1_article_15;r1_comment_267;compact;5;comment;2;59;9;7;
1281;"Und genau so wird es vielen Ländern sein. Wer die Veröffentlichungen des hanseatischen Gerichtsmediziners Prof. Dr. Püschel zu den von ihm untersuchten ""Coronatoten"" verfolgt hat, hat erfahren, dass nahezu alle ""Coronatoten"" aufgrund einer Vorerkrankung verstorben sind. Wie viele sind es dann erst bundesweit? Die verwässerten Zahlen dienen doch nur dazu den Druck aufrecht zu erhalten, den Souverän an der Leine zu halten. ";user_38;2020-04-29 13:16:00;r1_article_15;r1_article_15;r1_comment_268;compact;5;comment;2;425;62;6;
1282;"Das ein Daniell Pföhringer so einen Müll überhaupt wiedergibt zeigt das Niveau dieser sogenannten ""Zeitschrift""Laternenpfahl ganz unten. ";user_18;2020-04-29 11:32:00;r1_article_15;r1_article_15;r1_comment_269;compact;5;comment;2;138;17;5;
1283;Warum ganz unten? Du gehörst ganz nach oben! ;user_333;2020-04-29 15:06:00;r1_article_15;r1_comment_269;r1_comment_270;compact;5;reply;3;45;8;5;1
1284;nach meinen Informationen sind Sekrete von Durchblick ausgeschlossen ;user_71;2020-04-29 15:18:00;r1_article_15;r1_comment_269;r1_comment_271;compact;5;reply;3;69;8;5;2
1285;Man kann Vershwörungsspinnern nicht mit Logik beikommen,sonst würde Ich fragen,welhes Interesse jemand haben kann ,die Zahl der C-Toten heraufzurechnen,statt herunter, wie z.Z. in D-Schland. ;user_10;2020-04-29 11:19:00;r1_article_15;r1_article_15;r1_comment_272;compact;5;comment;2;191;24;4;
1286;Um eine Weltregierung zu erreichen, ist es notwendig, den Menschen ihren Individualismus, ihre Loyalität gegenüber Familientraditionen, ihren Nationalpatriotismus und ihre religiösen Dogmen aus den Köpfen zu entfernen.  Brock Chisholm, er war von 1948 bis 1953 der erste Generaldirektor der WHO Alles, was gegen die Empfehlungen der Weltgesundheitsorganisation verstößt, wäre ein Verstoß gegen unsere Unternehmenspolitik.  Susan Wojcicki, Geschäftsführerin von YouTube, Interview mit CNN, April 2020 Absurd: Die WHO äußert schamlos chinesische kommunistische Propaganda, und jetzt sagt YouTube, dass sie alles zensieren werden, was der WHO widerspricht. Die KPCh sollte nicht das Silicon Valley regieren oder die Redefreiheit in Amerika mit Füßen treten.  Senator Ted Cruz (US-Bundesstaat Texas), am 22. April 2020 Die Zensur der Technologie-Riesen bedroht die Redefreiheit, freie Märkte, freie Wahlen und sogar die öffentliche Gesundheit! Die WHO wiederholte die Propaganda des kommunistischen Chinas, als sich das #coronavirus in der ganzen Welt verbreitete, während youtube abweichende Ansichten beseitigt! Deshalb brauchen wir ein Stoppt die Zensur-Gesetz.  Paul Gosar (US-Bundesstaat Arizona), April 2020 ;user_72;2020-04-29 11:41:00;r1_article_15;r1_comment_272;r1_comment_273;compact;5;reply;3;1228;165;4;1
1287;"Das ""kommunistische China"" LOL! Das sind auch nur rotlackierte Kapitalisten. Die spielen in der gleichen Liga wie die Wallstreet-Pfeffersäcke, nur noch etwas cleverer. Und auch unsere vielgepriesene ""freiheitlich-demokratische Ordnung"" mitsamt der ""sozialen Marktwirtschaft"" entstammen einer Zeit, als sozialistische und kommunistische Ideen noch eine echte Gefahr für das System darstellten. Doch die lästige Konkurrenz ging vor 30 Jahren zugrunde. China hat sich  wie angeführt  erfolgreich assimiliert. Was also spricht noch dagegen, das Volk an den Nasenring zu legen und jede Aufmüpfigkeit nach und nach zu unterbinden? ";user_42;2020-04-30 00:30:00;r1_article_15;r1_comment_272;r1_comment_274;compact;5;reply;3;627;87;4;2
1288;Was besonders ärgerlich an Christen (Kirchen!) ist, ist daß das was Sie für richtig halten ALLEN Leuten unterstellt wird, auch wenn die sich ausdrücklich NICHT dazu bekennen! Ebenso, daß Kirchen/Geistliche in allen Dingen des Lebens meinen mitreden zu müssen. Dementsprechend ist deren Einstellung derart intollerant und anmaßend, daß sie alle Leute, die von ihnen nichts wissen wollen und ihren Quatsch nicht glauben für verrückt erklären. Läßt man ihnen freien Lauf, sind diese Leute voglfrei, werden verfolgt und dürfen umgebracht werden. Die Geschichtsbücher sind voll davon! Auch maßen sich die Religionsvertreter an, den Leuten vorzuschreiben, was gut für sie ist und was sie wollen. Demnach will jeder möglichst 100 Jahre alt werden! Ich ganz bestimmt nicht! Ich habe genug Alte kennengelernt und  oft erst weil sie erfuhren, daß ich von Religion nichts halte  eingestanden, daß altern irgendwann keinen Spaß mehr macht! Tatsächlich werden viele bei zu viel altern irgendwann abhängig von Anderen  und da stehen die Kirchen schon auf der Matte! Und die dürfen erben, private Pfleger nicht! Gezwungen werden möglichst alt zu werden, möchte ich nicht  und was man selbst nicht will, sollte man auch keinem Anderen zufügen! ;user_15;2020-04-29 12:24:00;r1_article_15;r1_comment_272;r1_comment_275;compact;5;reply;3;1232;192;4;3
1289;Ja Kirchenfürsten haben die Macht und das Fettsein im Kopf .nicht die Bibel, denn da steht geschrieben .,sei Untertan der Obrigkeit ,nicht ein König neben Gott .. Das ist die Weisung an die Kirchenherrlichkeiten auf Erden.. Bei uns auch Wahnsinn,der Staat finanziert Kirchentage ,so werden CDU Wähler geködert. Sie predigen Wasser und saufen Wein. Man kann diese Scheinheiligkeit,die Scheinwelt sehr schnell loswerden  ;user_19;2020-04-29 15:00:00;r1_article_15;r1_comment_272;r1_comment_276;compact;5;reply;3;428;63;4;4
1290;"intolerant,nur 1 L  Die werden nicht für ""verrückt erlärt"",die SIND defekt. ";user_10;2020-04-29 16:53:00;r1_article_15;r1_comment_272;r1_comment_277;compact;5;reply;3;77;12;4;5
1291;"Wen meint er nur immer mit ""Vershwörungsspinnern""? Doch nicht etwa die, die sich absolutistisch vom Willen eines Alten Mannes in den Wolken abhängig machen (diesen immer dann vorschieben, wenns passt)? Auch hier noch mal für den Faktenignorierer vorm HERRN. Die Menge der ""Coronatoten"" kratzen (trotz Corona-geschönter Zahlen) nicht mal an der Menge der Influenzatoten einer ""gemäßigten"" Grippewelle. Fakten sind nun mal Fakten! Musst du nicht glauben. Ich glaube dir auch nicht, dass du einen kennst, der übers Wasser gehen kann. ";user_13;2020-04-29 22:15:00;r1_article_15;r1_comment_272;r1_comment_278;compact;5;reply;3;532;80;4;6
1292;Salvini hin und Sgarbi her  wir sollten etwas Grundsätzliches für unser eigenes Land konstatieren: Murxel und ihre Kamarilla stecken wieder in derselben Politikfalle wie 2015: Kurskorrektur gleich Gesichtsverlust: damals ließen sie lieber die Grenzen offen und das Land in der Migrantenflut absaufen  unverändert bis jetzt  und heute lassen sie Wirtschaft und Gesellschaft im Shutdown sterben, nur um nicht zugeben zu müssen, dass ihre Maßnahmen von Anfang an falsch waren und en bloc aufgehoben werden müssen. Aber sie denken gar nicht daran, ihre Statistik-Lügen und Situationsbeschreibungen werden immer monströser. Die Unausweichlichkeit der totalen Wachablösung auf allen Etagen und in allen Fraktionen durch eine den Herausforderungen gewachsene Konter-Elite wird überdeutlich. ;user_24;2020-04-29 10:57:00;r1_article_15;r1_article_15;r1_comment_279;compact;5;comment;2;787;111;3;
